loc,complexity,churn,commit_frequency,developer_activity,files_modified,historical_defects,defect
305,40,90,12,13,2,5,1
460,8,111,21,68,9,2,1
319,31,46,11,40,5,5,1
370,40,61,12,92,6,4,1
96,33,121,11,30,8,1,1
102,26,51,30,22,10,3,1
460,39,53,17,29,2,4,1
214,18,122,24,37,6,0,1
372,38,50,28,56,3,5,1
92,4,117,26,47,8,5,1
339,17,124,16,73,9,2,0
32,1,21,7,45,5,5,1
27,22,37,1,52,3,0,1
149,17,46,12,33,4,2,0
493,27,64,13,76,2,2,1
298,9,67,28,7,2,5,1
360,16,98,8,91,7,0,0
477,11,82,10,88,2,2,1
49,5,18,4,71,8,3,1
57,13,55,1,58,7,0,1
17,33,149,10,27,4,2,1
58,8,2,4,16,2,1,0
123,36,89,30,77,10,2,1
70,15,117,25,88,4,2,1
152,9,111,12,68,2,3,1
322,22,140,5,49,7,5,1
158,26,146,23,74,5,2,1
444,28,141,24,17,10,0,1
261,1,53,30,30,7,5,1
66,8,40,21,80,10,4,1
27,25,71,25,70,3,3,1
95,29,147,25,70,2,4,1
318,17,94,22,58,2,4,1
105,32,60,26,72,1,4,1
366,33,142,16,59,5,4,1
149,38,66,27,72,4,1,1
327,30,42,29,27,1,0,1
352,23,66,26,47,4,5,1
194,9,1,14,19,9,0,1
287,8,88,8,55,6,2,1
458,35,13,29,80,7,2,1
337,30,4,3,77,4,3,1
215,4,49,12,79,5,5,1
63,27,53,16,89,10,3,1
272,37,92,29,46,8,2,1
362,23,41,19,80,8,4,1
79,40,27,12,26,1,3,1
68,13,52,2,16,10,0,1
275,40,53,14,57,8,0,1
75,21,4,27,12,5,0,1
267,31,8,3,46,9,5,1
491,26,15,15,87,10,4,1
485,2,103,28,33,8,0,1
246,28,43,29,68,6,2,1
178,5,10,5,83,3,4,1
326,18,115,9,12,4,2,1
340,34,50,6,49,8,5,1
180,14,98,3,21,2,0,1
54,30,133,10,44,9,1,1
224,1,46,16,12,4,5,1
267,19,37,5,66,8,0,1
107,40,10,19,87,8,4,0
97,13,91,14,35,8,4,1
474,25,122,8,95,9,5,1
402,37,82,16,57,10,0,1
443,28,139,17,62,10,5,1
402,2,7,13,46,8,4,1
345,32,54,30,61,6,1,1
189,40,148,28,36,4,3,1
97,23,46,17,19,3,4,1
415,39,24,17,57,10,2,1
229,7,27,20,58,3,0,1
191,13,114,20,58,1,3,1
394,30,81,4,58,3,0,1
497,34,58,11,16,1,1,1
342,13,109,9,27,9,0,1
50,10,21,17,51,6,3,1
112,39,67,22,59,3,4,1
389,39,145,8,10,8,0,1
156,31,47,3,21,7,0,1
265,31,78,2,36,1,2,1
424,10,70,11,33,3,1,1
475,25,5,11,68,10,4,1
54,24,18,7,50,3,2,1
427,31,76,2,22,10,1,1
144,31,26,6,76,1,5,1
20,1,82,17,46,2,5,1
249,29,30,6,2,1,1,1
98,40,75,2,28,4,3,1
43,34,5,23,59,9,1,1
407,26,129,22,100,4,0,1
44,7,68,7,94,4,2,1
62,14,141,1,91,8,0,1
285,27,36,30,40,6,3,1
401,38,142,13,25,9,0,1
13,25,49,17,36,8,3,1
374,19,147,11,90,5,3,1
336,16,115,28,21,2,3,1
478,23,58,15,22,8,5,1
356,32,19,22,66,2,3,1
285,34,69,9,76,8,2,1
15,7,8,11,62,3,4,1
334,30,136,22,62,2,0,1
69,9,109,25,88,6,1,1
112,19,141,19,62,6,3,1
308,13,149,10,96,10,0,1
446,26,117,11,14,7,5,1
355,23,74,7,53,2,3,1
224,37,114,27,43,5,5,1
315,25,17,27,5,5,5,1
295,33,112,20,11,3,1,1
207,14,6,14,83,6,2,1
496,16,35,21,84,1,4,1
43,7,145,24,92,6,0,1
290,38,90,12,60,10,2,1
238,8,85,5,78,3,2,1
66,8,15,21,30,4,0,1
412,37,76,30,93,1,2,1
167,27,45,7,70,10,0,1
82,8,24,21,44,1,4,0
10,28,58,6,42,2,5,1
15,26,87,21,25,2,1,1
37,13,92,9,30,5,5,1
234,9,148,4,38,9,0,1
186,22,37,4,56,8,5,1
331,5,62,15,46,8,1,1
347,19,80,12,47,4,2,1
253,25,41,11,53,3,5,1
319,30,98,29,17,2,2,1
240,17,36,10,10,7,5,1
245,28,25,10,50,6,2,1
257,8,51,8,43,8,5,1
360,13,53,14,99,7,2,1
33,8,104,22,78,6,2,1
109,16,7,21,89,1,0,0
30,40,40,28,34,10,3,1
428,6,54,16,92,7,2,1
116,23,23,19,29,9,0,1
379,8,75,8,47,8,0,1
342,28,101,20,98,6,3,0
128,18,109,3,9,7,4,1
114,24,11,21,31,9,3,1
479,12,55,27,43,10,3,1
130,10,51,6,10,8,2,1
364,22,32,9,13,10,3,1
171,1,105,12,73,8,5,1
447,34,120,11,73,7,0,1
95,15,13,8,31,8,3,1
108,33,38,29,13,8,3,1
371,20,50,4,43,7,0,1
66,13,97,1,12,5,0,0
172,20,51,27,59,8,5,1
255,24,133,6,73,5,0,1
71,16,117,5,69,5,4,1
364,23,42,6,83,3,2,1
28,20,108,22,61,7,4,1
161,24,89,21,86,10,5,1
416,40,137,27,38,4,4,1
16,8,37,3,68,4,0,0
54,17,20,8,58,2,0,1
328,40,87,11,5,5,1,1
419,17,48,10,64,1,3,1
299,32,69,25,36,1,2,1
258,27,26,25,73,6,3,1
52,23,150,11,21,3,2,1
106,14,105,14,96,2,0,1
476,23,14,21,48,9,1,1
426,23,20,19,23,8,1,1
247,32,77,22,66,8,2,1
111,6,50,2,50,9,4,1
176,7,89,24,11,3,3,1
427,1,126,23,86,1,2,1
417,35,112,13,46,5,1,1
309,24,17,28,92,6,1,1
287,9,134,11,11,2,3,1
254,4,121,5,59,6,5,1
77,10,96,24,51,8,2,1
186,32,32,1,41,8,3,1
412,39,40,7,71,9,1,1
400,36,9,17,69,5,5,1
201,14,65,15,34,7,1,1
343,34,75,21,77,10,5,1
393,29,114,4,48,7,3,1
43,10,14,21,94,9,0,1
62,8,67,20,57,9,3,1
153,7,18,2,9,1,2,1
78,30,48,27,77,1,0,1
374,26,132,2,81,6,2,1
399,2,76,1,65,6,5,1
60,22,56,28,95,9,0,1
489,28,47,21,54,8,4,1
377,7,16,22,40,5,3,1
374,27,79,30,82,5,0,1
289,32,117,23,11,10,3,1
325,30,118,4,75,6,4,1
261,23,104,1,69,8,3,1
215,3,112,9,98,9,2,1
421,37,80,6,77,2,2,1
282,8,39,22,10,7,3,1
161,35,44,9,81,1,3,1
64,28,48,16,22,9,4,0
265,40,52,10,91,3,0,1
497,23,27,28,9,3,1,1
51,24,102,10,82,2,5,1
97,35,35,25,2,8,2,1
13,34,3,4,34,7,0,1
58,19,116,3,44,8,1,1
256,7,61,15,90,9,4,1
103,17,27,4,89,10,5,1
432,37,134,2,1,2,3,1
16,31,100,15,57,2,4,0
372,25,130,7,41,6,0,1
270,37,146,4,92,6,0,1
387,30,105,8,10,6,4,1
232,9,62,18,56,4,1,1
74,19,118,16,62,8,2,1
491,9,145,14,49,8,2,1
362,33,117,4,82,2,2,1
56,28,78,23,16,5,3,1
488,21,127,17,97,10,2,1
460,32,108,30,61,9,3,1
103,35,81,28,91,4,1,1
302,23,114,14,25,5,5,1
152,31,131,26,56,10,5,1
104,25,19,9,64,7,5,1
91,7,76,29,71,6,5,1
37,28,116,6,14,7,2,1
310,35,21,14,53,3,0,1
64,17,19,1,23,7,3,1
402,7,29,27,89,1,4,1
342,28,62,19,16,9,4,1
262,1,132,16,9,2,5,1
403,40,145,8,95,4,2,1
280,15,64,12,97,3,5,1
26,35,138,6,13,4,5,1
441,1,63,29,68,6,5,1
270,2,147,17,39,8,0,1
267,38,79,26,49,10,1,1
272,7,65,10,56,6,2,1
337,19,67,15,17,1,3,1
350,20,4,3,43,2,3,0
443,14,138,30,87,1,1,1
341,24,124,6,77,5,0,1
174,7,14,21,79,8,0,1
300,1,47,10,87,3,2,0
258,33,51,5,88,6,0,1
104,30,7,25,38,2,5,1
78,28,103,8,86,10,1,1
290,28,9,1,18,5,5,1
53,5,11,1,34,4,3,0
325,22,77,9,5,2,4,1
23,37,112,28,39,5,4,1
252,7,75,11,66,10,5,1
239,4,77,1,26,1,3,1
204,35,87,17,83,6,0,1
287,14,2,13,13,3,3,1
143,13,101,18,7,9,5,1
332,1,60,1,64,6,0,1
153,21,136,17,34,3,1,1
432,7,93,18,91,9,2,1
481,23,130,11,23,8,1,1
491,1,138,5,75,3,4,1
307,27,97,27,77,5,1,1
68,29,122,11,66,9,1,1
363,33,117,12,76,2,2,1
486,11,111,30,2,10,0,1
224,29,132,3,40,1,3,1
314,36,103,26,38,4,0,1
87,10,51,16,68,10,4,1
415,38,123,14,55,1,2,1
465,18,29,25,48,5,1,1
482,30,117,25,61,8,5,1
132,40,138,2,95,6,5,1
306,3,64,11,8,2,0,1
137,32,30,12,43,6,3,1
313,5,89,30,4,7,0,1
465,13,84,27,90,2,5,1
183,6,100,26,23,10,2,1
94,6,49,21,46,9,4,1
341,11,115,9,2,5,4,1
463,17,129,12,88,2,5,1
249,22,106,22,36,6,3,1
282,37,110,14,58,3,4,1
383,32,106,23,12,8,5,1
306,35,22,19,49,8,1,1
173,9,78,11,23,2,5,1
79,6,31,1,73,7,3,1
24,9,128,9,13,8,3,1
172,17,14,13,40,4,1,1
433,22,83,5,6,3,3,1
356,27,129,11,20,9,5,1
347,25,51,3,25,2,1,1
467,32,8,19,6,2,5,1
67,28,23,15,71,1,1,1
324,16,59,27,99,6,3,1
39,38,69,12,95,3,3,1
489,23,105,1,57,10,0,1
266,1,26,22,20,3,0,0
335,21,46,18,86,9,1,1
230,19,37,19,11,8,1,1
123,35,134,9,38,10,4,1
217,36,44,23,20,8,5,1
337,11,3,22,6,2,2,1
169,16,23,10,99,3,2,1
228,15,124,17,9,1,4,1
269,34,126,7,45,8,3,1
335,11,132,4,70,2,3,1
119,15,69,16,97,6,3,1
276,5,18,9,40,6,1,0
346,29,121,16,23,6,2,1
204,31,140,27,49,9,3,1
88,36,85,9,52,4,3,1
246,18,112,21,71,9,1,1
275,23,31,16,49,10,3,1
37,14,45,4,29,7,5,0
204,20,25,9,75,9,1,1
23,14,10,9,76,8,4,1
215,29,69,4,24,4,4,1
105,8,75,13,23,2,5,1
223,4,1,2,45,1,1,0
147,5,100,12,73,10,1,1
395,1,33,2,62,1,0,1
258,24,47,11,3,7,3,1
318,37,102,29,22,3,5,1
123,35,53,4,12,10,1,1
175,33,91,7,20,9,1,0
427,37,68,27,78,10,3,1
66,30,61,8,55,10,0,1
142,1,90,17,87,3,2,1
284,33,97,19,14,8,2,1
23,11,67,12,58,9,2,1
76,23,67,21,14,2,5,1
296,18,143,22,75,4,2,1
15,2,89,28,43,3,0,1
84,21,23,17,75,1,0,0
398,29,54,24,94,4,2,1
440,4,120,12,32,2,3,1
248,26,120,22,92,5,3,0
157,8,100,28,53,10,5,1
250,16,136,7,40,7,1,1
183,6,100,24,23,8,3,1
415,3,4,30,33,8,5,1
173,6,99,11,59,5,3,1
393,26,35,29,68,6,3,1
145,3,140,25,99,8,4,1
251,12,124,6,70,9,0,1
243,31,57,18,62,7,1,1
464,27,24,21,52,9,1,1
384,21,4,2,21,6,2,1
462,2,108,14,67,1,3,1
280,18,22,30,84,4,2,1
425,18,89,8,69,2,2,1
87,17,33,13,6,1,0,0
133,1,7,16,51,8,3,1
392,34,135,23,19,7,1,1
324,2,148,23,22,4,5,1
486,15,17,30,3,4,0,1
432,19,23,15,37,7,2,1
291,3,53,10,54,9,0,1
471,31,6,9,57,5,2,1
73,28,74,7,55,8,4,1
200,27,45,8,33,4,2,1
144,30,128,27,15,1,1,1
47,17,12,18,15,9,2,1
110,24,64,30,25,9,5,1
360,35,149,7,77,8,4,1
122,20,39,9,73,10,1,1
333,11,42,5,3,4,2,1
149,18,13,7,98,10,2,1
140,32,28,11,28,5,1,1
106,25,13,5,7,5,4,1
95,35,51,25,71,1,2,1
76,2,71,20,52,1,5,1
363,9,114,14,82,6,1,1
469,38,117,20,3,3,2,1
355,7,13,28,23,10,5,1
200,6,81,30,29,5,5,1
232,2,131,25,46,4,2,1
437,31,48,10,86,5,4,1
478,4,110,12,29,6,1,1
35,31,133,3,20,6,2,1
130,17,56,25,31,3,0,1
91,38,90,26,59,10,2,1
169,35,115,4,2,8,0,1
141,30,71,24,72,1,2,1
198,7,56,16,74,1,2,1
113,25,65,22,55,1,3,1
190,31,4,25,33,4,5,1
303,2,65,12,60,1,0,1
173,22,14,23,37,4,4,1
204,5,53,29,44,2,1,1
231,23,116,7,10,3,2,0
115,39,111,2,27,1,2,1
465,3,89,14,6,6,1,1
286,23,133,4,23,5,0,1
364,13,84,7,67,10,1,1
27,34,43,21,70,3,1,1
158,22,57,14,29,3,1,0
315,21,103,30,29,3,2,1
367,10,67,24,12,4,2,1
232,31,60,27,15,1,2,1
83,37,115,23,98,6,3,1
314,31,141,18,92,3,5,1
123,36,148,1,20,9,2,1
337,36,65,29,48,5,5,1
152,29,23,19,72,2,2,1
267,26,94,3,61,9,4,1
203,36,130,4,64,1,0,1
320,3,35,25,29,1,3,0
216,33,140,23,13,10,5,1
202,21,68,26,26,9,5,1
139,20,143,1,93,5,2,1
325,18,21,1,72,3,0,1
52,40,50,11,13,6,1,1
258,15,119,1,42,3,1,0
235,16,75,21,23,3,3,0
342,22,74,21,57,2,5,1
352,9,96,22,43,4,2,1
466,7,13,16,7,8,5,1
151,15,55,26,83,10,4,1
136,9,75,26,57,10,1,1
485,35,104,13,59,10,1,1
195,27,112,8,38,8,2,1
305,7,139,1,72,9,2,1
498,36,102,21,86,3,2,1
371,16,114,22,63,2,3,1
310,36,146,22,27,9,5,1
493,7,5,9,95,7,0,1
237,38,111,11,87,5,3,1
311,9,57,17,64,9,0,1
106,31,29,27,94,8,3,1
234,19,119,24,29,6,1,1
345,8,41,3,47,9,3,0
237,32,5,28,25,8,4,1
368,30,58,28,6,4,5,1
254,19,130,25,62,4,5,0
461,28,6,30,56,6,0,1
432,14,23,22,15,8,1,1
384,37,139,15,44,6,4,1
112,11,97,24,57,9,2,1
267,31,139,29,71,9,5,1
394,3,81,18,30,10,1,1
32,10,19,16,35,6,3,1
210,40,136,20,1,7,0,1
98,14,119,26,46,3,1,1
335,27,102,21,88,9,2,1
24,24,124,23,63,1,4,1
450,15,33,6,9,6,2,1
491,22,96,8,58,8,5,1
61,22,2,2,4,2,1,0
226,16,49,19,26,10,0,1
56,21,126,6,61,9,5,1
365,10,19,2,9,7,1,1
453,11,106,8,25,10,3,1
268,16,65,7,7,2,5,1
198,23,61,22,71,8,5,1
198,38,75,7,36,10,2,1
442,11,104,17,9,10,2,1
11,16,81,21,53,7,3,1
28,40,61,1,31,5,3,1
327,32,118,1,39,2,5,1
107,2,149,17,65,9,1,1
111,33,13,10,35,5,3,1
95,23,109,1,79,5,5,1
108,10,2,11,67,8,5,1
456,30,103,11,67,6,1,1
249,37,43,14,62,5,1,1
310,25,30,5,23,3,1,1
127,5,118,22,51,5,5,1
128,36,125,18,3,7,0,1
462,6,102,2,36,4,1,1
203,28,134,4,14,6,3,1
192,29,20,11,40,5,4,1
82,27,48,19,69,5,2,1
421,26,30,8,93,7,1,1
348,36,37,5,3,10,4,1
247,26,121,30,72,5,0,1
359,24,4,19,27,9,1,1
252,39,14,22,5,1,1,1
128,39,118,14,42,1,2,1
39,40,129,7,87,4,3,1
81,19,13,8,89,5,0,0
359,9,93,15,18,1,4,1
465,15,136,15,100,5,1,1
373,15,96,12,19,6,5,1
495,22,67,8,71,8,2,1
195,37,56,9,81,7,3,1
121,15,78,30,56,5,4,1
351,15,110,29,44,6,0,1
49,27,13,21,19,10,2,1
105,26,77,30,60,5,4,1
116,11,132,10,5,5,4,1
391,38,22,13,53,8,1,1
373,20,65,5,86,8,5,1
335,17,48,16,78,7,1,1
148,22,46,20,73,7,2,1
371,2,10,29,25,9,3,1
229,14,82,26,9,7,2,1
184,39,71,7,16,2,1,1
295,18,106,27,60,1,5,1
192,17,67,21,11,6,4,1
119,16,39,4,94,3,0,0
310,22,52,16,7,2,5,1
30,37,24,30,100,5,2,1
279,38,79,30,13,5,3,1
259,13,111,15,37,9,3,1
331,31,114,16,2,7,5,1
470,20,140,24,3,7,3,1
140,13,109,30,14,8,4,1
223,10,30,19,92,1,5,1
402,1,14,8,87,4,0,1
44,31,97,5,79,6,1,1
289,33,3,26,8,3,2,1
241,25,88,12,14,2,1,1
300,8,106,11,29,3,2,1
243,9,105,5,18,8,0,1
18,36,93,25,98,6,5,1
244,6,97,14,55,9,0,1
386,21,136,6,7,4,3,1
329,24,5,4,66,2,0,1
11,3,64,15,17,2,3,1
226,10,107,15,54,2,3,1
205,27,51,16,21,4,4,1
318,35,102,7,17,10,1,1
294,18,76,30,29,10,4,1
457,14,43,12,65,6,3,0
305,1,105,8,40,7,2,1
200,29,132,25,73,6,1,1
157,8,103,11,27,8,5,1
92,8,137,13,47,6,4,1
166,12,133,24,94,8,5,1
499,24,121,21,7,8,4,1
82,39,37,20,61,8,1,1
470,3,150,10,38,7,2,1
193,27,6,17,68,3,1,1
438,27,119,30,77,4,0,1
168,40,26,25,3,9,2,1
252,38,91,8,27,4,3,1
358,5,62,1,24,9,5,1
46,31,106,18,79,5,3,0
459,22,122,3,38,10,5,1
323,26,138,22,14,7,4,1
15,1,68,16,86,8,3,1
138,33,77,5,71,9,0,1
486,1,66,16,54,5,3,1
440,18,5,11,45,5,2,1
137,24,61,21,63,6,0,1
115,35,120,18,79,6,1,1
271,20,66,24,28,3,4,1
450,29,47,4,44,6,0,1
169,18,65,18,86,7,0,1
70,29,50,26,29,10,0,1
36,11,8,4,8,4,2,0
76,16,30,24,96,10,2,1
437,19,56,2,33,5,3,1
89,14,84,3,95,4,1,1
268,34,65,1,9,10,2,1
126,32,125,29,11,2,1,1
53,16,120,8,94,7,4,1
186,39,120,28,98,6,3,1
278,13,26,18,19,7,2,1
267,35,65,16,52,5,5,1
196,32,40,1,14,5,2,1
146,18,102,9,37,3,3,1
194,28,133,28,5,6,5,1
412,1,62,25,71,7,3,1
38,35,53,29,75,2,3,1
63,1,115,21,71,10,5,1
237,21,105,16,54,8,5,1
440,30,68,24,100,9,1,1
357,29,63,20,9,4,5,1
405,35,114,28,62,7,4,1
315,16,77,26,83,9,0,1
57,29,22,27,33,7,2,1
265,23,89,16,33,7,1,1
295,37,19,29,29,5,4,1
468,3,140,28,59,6,2,1
67,15,54,19,81,5,5,1
216,34,5,14,69,5,1,0
130,8,91,10,48,8,5,1
331,35,15,19,52,2,4,1
108,30,86,11,7,7,3,0
241,8,59,7,42,2,1,1
438,35,82,6,19,7,0,1
397,14,38,11,35,6,2,1
428,38,67,2,12,8,4,1
355,26,58,7,61,2,1,1
415,17,122,23,32,2,2,1
145,11,77,9,13,10,1,1
287,36,112,2,83,1,1,1
30,31,65,18,26,2,2,1
415,10,71,19,85,6,5,1
20,34,107,30,12,7,3,1
38,2,28,2,42,5,3,1
194,31,22,23,11,7,4,1
308,27,73,23,21,7,3,1
125,7,133,17,99,4,5,1
304,15,21,18,68,8,2,1
103,33,85,29,73,1,0,1
374,22,110,17,59,5,5,1
436,21,134,9,5,10,4,0
492,4,76,15,72,3,3,1
492,15,41,21,31,1,1,1
190,38,125,4,39,7,1,1
45,3,140,25,17,7,0,1
430,6,146,20,60,9,5,1
424,28,38,20,79,5,1,1
208,12,61,12,66,1,3,1
36,36,55,13,66,7,1,1
478,20,34,20,98,10,3,1
23,1,53,19,93,4,4,1
417,19,2,13,86,10,3,1
270,32,106,24,13,6,3,1
211,39,108,25,77,4,4,1
323,9,101,20,77,7,2,1
195,13,95,24,94,6,5,1
234,16,84,9,38,4,3,1
329,15,46,20,6,7,2,1
151,14,55,15,5,2,3,1
137,30,126,16,15,9,4,1
395,29,72,29,95,3,5,1
116,29,47,24,40,3,0,1
208,35,83,19,59,5,5,1
176,27,150,20,43,3,3,1
329,5,129,18,75,8,2,1
310,22,87,19,90,3,1,0
149,6,36,12,51,1,3,1
297,23,113,22,37,8,3,1
418,1,34,11,6,6,0,1
353,4,7,15,12,7,5,1
241,38,30,12,25,1,3,1
205,39,29,14,14,4,3,1
264,12,8,29,91,1,3,1
136,25,25,21,11,6,3,1
417,40,150,22,97,4,3,1
51,5,12,29,39,5,0,1
412,18,89,26,94,9,1,1
342,33,135,3,27,5,2,1
200,28,139,13,67,2,3,1
471,3,25,30,5,10,5,1
352,17,134,9,38,1,0,1
406,17,100,9,22,5,5,0
329,6,22,9,12,10,0,1
239,3,17,16,98,8,4,1
425,32,6,20,49,9,5,1
238,7,108,8,1,6,5,1
302,38,123,21,35,3,3,1
237,9,99,19,8,8,2,1
202,28,102,19,47,10,1,1
490,10,65,24,76,9,1,1
371,25,70,22,87,1,5,1
396,39,55,9,54,8,3,1
72,7,25,5,38,4,0,1
431,6,137,24,77,7,5,1
132,6,31,25,73,8,4,1
187,26,31,12,49,4,1,1
197,2,135,3,43,8,5,1
103,5,112,4,81,1,0,1
289,33,26,27,31,10,5,1
354,10,15,13,20,10,5,1
173,12,82,22,15,5,4,1
272,5,57,5,18,5,5,1
166,7,135,17,30,7,0,1
108,15,71,13,67,6,5,1
402,6,53,20,34,1,5,1
284,19,31,17,16,3,3,1
298,38,128,18,83,6,0,1
184,6,89,11,34,3,0,1
142,10,137,14,29,1,1,1
38,20,108,11,46,5,4,1
485,1,23,8,81,10,1,1
241,18,13,24,100,4,2,1
59,7,40,8,42,8,1,1
372,37,118,18,65,10,4,1
487,15,44,20,4,3,1,1
43,31,144,16,88,2,1,1
362,22,5,17,39,4,5,1
60,35,8,29,55,4,4,1
28,32,99,6,89,10,4,1
70,1,74,22,51,2,3,1
306,23,27,23,89,5,1,1
414,5,126,28,10,10,5,1
45,32,104,16,66,4,2,1
314,8,78,1,2,5,3,1
251,28,77,9,8,7,2,1
44,35,2,20,23,3,1,0
185,14,72,24,35,9,1,1
384,32,65,16,96,1,1,1
164,2,134,14,30,1,5,1
251,40,58,15,28,7,4,1
201,38,139,7,41,10,3,1
166,22,7,26,20,5,2,1
324,37,11,27,95,10,5,1
408,30,34,2,29,9,5,1
155,18,148,8,39,1,4,1
213,9,4,17,31,10,1,1
190,33,84,8,88,1,3,1
408,29,40,24,31,7,3,1
162,19,76,8,25,5,3,1
490,27,21,14,48,9,4,1
48,12,50,11,62,4,0,1
459,38,40,18,28,9,5,1
431,17,75,6,50,4,2,1
423,25,128,2,14,4,5,1
117,18,67,17,78,3,1,0
351,26,8,14,15,5,5,1
332,35,27,12,35,3,1,1
141,37,137,1,42,7,0,1
346,20,148,16,32,5,3,1
138,17,39,27,56,8,1,1
51,21,68,19,12,4,3,1
155,20,11,11,95,2,0,1
488,37,72,6,82,2,2,1
312,33,38,21,11,10,2,1
208,21,35,6,18,6,1,1
49,2,73,17,25,6,4,1
247,25,39,18,69,10,1,1
82,31,66,26,87,2,5,1
200,33,74,1,82,3,1,1
234,40,19,3,71,8,5,1
302,5,29,3,62,2,4,1
359,34,119,20,70,8,5,1
231,5,37,2,28,5,2,1
377,26,53,23,21,8,1,0
218,7,125,9,85,4,1,1
500,2,24,9,99,4,0,1
71,22,146,18,95,7,2,1
452,28,75,6,41,6,3,1
16,30,40,24,13,2,4,1
157,18,77,7,74,1,5,1
165,28,62,30,95,4,3,1
297,2,67,21,44,2,5,1
463,23,26,12,74,5,4,0
285,20,76,10,33,7,4,1
337,26,144,4,51,9,5,1
139,1,63,29,36,8,1,1
292,26,124,26,53,10,0,1
205,4,133,6,68,10,3,1
273,11,46,27,87,9,0,1
256,23,1,10,1,10,5,1
303,5,130,7,50,5,5,1
164,6,74,7,32,4,3,1
315,5,113,29,76,6,5,0
265,31,104,21,80,7,0,1
136,7,144,13,15,5,2,1
474,31,91,15,1,5,2,1
81,9,37,29,86,8,3,1
463,17,54,13,23,4,5,1
205,27,145,21,81,10,3,1
352,23,92,7,90,9,3,1
88,8,30,1,39,9,1,1
162,31,117,4,17,4,0,1
155,1,15,4,8,5,4,1
226,34,38,12,58,7,1,0
193,10,126,13,87,4,2,1
418,40,49,18,76,4,3,1
24,33,52,20,31,5,1,0
244,16,66,30,27,2,3,1
354,19,117,29,40,5,3,0
108,10,92,28,89,4,2,1
116,14,128,16,75,10,1,1
393,34,69,11,48,8,0,1
272,20,141,6,20,4,4,1
117,33,94,13,62,3,1,1
147,14,9,3,97,5,0,1
307,27,42,16,6,7,1,1
303,32,52,8,92,10,2,1
303,38,140,27,54,9,1,1
417,32,73,20,83,9,4,1
45,4,140,18,4,4,0,1
268,1,38,26,45,2,2,0
427,22,112,9,79,6,3,1
233,37,19,29,89,7,2,1
284,16,110,1,78,7,3,1
484,17,147,30,41,10,0,1
34,15,106,27,46,6,4,1
226,12,104,28,17,9,2,1
494,27,27,22,9,3,3,1
123,26,72,17,11,3,5,1
433,6,19,12,39,10,2,1
197,19,136,6,4,6,4,1
141,15,70,9,7,8,1,1
186,20,36,7,47,5,1,1
107,13,48,20,82,4,5,1
151,33,49,2,90,1,2,1
380,27,20,9,20,9,2,1
119,36,70,10,19,7,1,1
100,27,120,12,29,9,1,1
141,28,106,15,79,4,2,1
490,5,58,5,77,5,0,1
45,13,80,13,65,8,3,1
264,22,31,27,76,10,1,1
193,8,109,28,95,9,0,1
361,14,27,30,9,3,3,1
419,9,125,4,89,5,0,1
362,33,48,14,98,5,3,1
46,4,58,12,21,3,0,1
60,32,150,30,19,2,2,1
222,25,51,9,9,10,3,1
111,33,53,10,2,5,2,1
438,6,135,27,63,9,1,1
360,6,108,11,94,2,5,1
442,2,56,3,78,7,4,1
411,27,52,14,79,9,4,1
334,11,67,13,32,5,0,1
357,14,144,18,22,4,0,1
392,26,66,21,94,9,3,1
23,24,26,1,19,7,1,1
304,25,25,8,29,8,5,1
162,2,51,1,18,7,1,1
338,5,116,1,90,1,0,1
474,6,50,11,1,4,4,1
349,37,72,7,31,4,5,1
268,33,101,7,35,8,2,1
181,1,106,9,36,6,0,1
199,17,82,29,43,5,0,1
244,11,41,27,95,4,4,1
455,29,84,23,15,3,2,1
116,7,12,25,80,10,3,1
409,31,27,19,17,10,1,1
161,27,100,13,50,6,4,1
301,25,34,4,22,7,2,1
436,27,142,6,60,3,3,1
182,24,1,6,33,6,0,1
301,21,136,10,60,5,5,1
243,24,4,27,46,10,0,1
292,37,16,11,84,5,5,1
225,23,90,25,84,5,3,1
208,23,24,11,33,4,3,1
34,7,105,30,57,2,5,1
384,13,137,26,50,1,4,1
445,25,84,22,89,2,5,1
160,15,78,17,89,5,3,1
394,12,83,26,19,1,2,1
317,28,8,28,43,10,4,1
345,29,32,4,57,7,0,1
283,35,33,18,50,6,3,1
292,25,144,25,56,6,0,1
280,28,86,8,86,5,5,1
207,38,127,12,56,7,4,1
475,19,86,14,34,3,2,1
69,11,124,30,79,3,4,1
492,16,132,4,49,3,0,0
492,1,106,26,36,2,2,0
137,13,73,16,93,9,2,1
493,9,105,1,40,9,0,1
270,34,122,8,91,8,0,1
239,39,102,18,96,5,0,1
274,9,110,2,66,4,3,1
156,18,134,11,44,7,4,1
220,10,24,12,29,2,0,0
439,22,104,7,23,6,0,1
358,35,96,12,82,7,2,0
196,37,128,5,91,1,5,1
273,17,144,26,15,4,1,1
197,17,10,29,22,2,4,1
277,31,34,27,47,2,2,1
465,4,114,8,60,6,5,1
181,27,98,16,78,6,4,1
121,40,37,9,97,1,4,1
457,17,65,23,51,3,1,1
117,37,144,5,34,2,3,1
272,19,89,8,42,6,0,1
408,1,36,14,70,6,3,1
332,10,88,12,42,3,4,1
100,21,63,22,49,2,0,1
17,9,92,25,6,7,5,1
133,26,130,10,22,8,4,1
72,26,66,12,64,7,5,1
365,30,11,5,47,1,4,1
450,18,26,22,1,6,0,1
381,16,42,26,17,9,2,1
